Timestamp,Temp_C,Humidity_%,pH,EC,Ground_Truth,ML_Prediction,ML_Anomaly_Score
2026-02-16 12:02:38.899493,24.77588043202198,51.40980620858419,6.20561719911273,1.1797117629788734,0.0,0,-0.20961764448568676
2026-02-16 12:03:38.899493,23.893353661005573,54.19079343975777,6.201798976700365,1.2785138453878042,0.0,0,-0.17566090224341624
2026-02-16 12:04:38.899493,23.309044700514473,52.5264493329318,5.7153180664382885,1.162727733846112,0.0,0,-0.11355170103968981
2026-02-16 12:05:38.899493,25.0130811074221,59.190583698078875,5.907342644390041,1.1901596844316042,0.0,0,-0.18241851872585035
2026-02-16 12:06:38.899493,25.0756295023667,54.95727693992709,6.077082696490266,1.2225887925073313,0.0,0,-0.24098315105366486
2026-02-16 12:07:38.899493,24.691449892866466,53.38614957251394,6.322165066911104,1.2571755019006197,0.0,0,-0.2096169743189662
2026-02-16 12:08:38.899493,24.737412763811022,51.28779156699282,6.018036653383347,1.0985279816610258,0.0,0,-0.14933426739040467
2026-02-16 12:09:38.899493,24.786086565518733,56.58774806951153,6.144717708590012,1.1136788298800653,0.0,0,-0.2048845267581174
2026-02-16 12:10:38.899493,24.48956135953905,50.985907375535284,5.778923372088934,1.1744958347246974,0.0,0,-0.19538228819299608
2026-02-16 12:11:38.899493,24.532452757796392,53.61933623167429,5.676560401211954,1.2343427407344956,0.0,0,-0.21616129201122458
2026-02-16 12:12:38.899493,24.743936142435537,54.34486031265738,6.025710108825388,1.2887073998475422,0.0,0,-0.21795890305956617
2026-02-16 12:13:38.899493,24.776590296918126,53.52269351944516,5.956917630134031,1.1927486367671774,0.0,0,-0.25171258930615736
2026-02-16 12:14:38.899493,30.344219666734695,32.66011568113312,4.0520541206519685,2.3416379953373925,1.0,1,0.06400636025795747
2026-02-16 12:15:38.899493,24.259943452065514,53.3646064444608,5.683477881172417,1.3034671169505145,0.0,0,-0.1571688783610149
2026-02-16 12:16:38.899493,24.971803298654677,56.28400589010307,6.2418315819353385,1.175576451400624,0.0,0,-0.22265458580219682
2026-02-16 12:17:38.899493,32.55511963836766,36.950202919995036,3.802056589593477,2.4705270049179506,1.0,1,0.05068648620732452
2026-02-16 12:18:38.899493,24.40210736451571,53.98659637195026,5.892252604318963,1.236611009093502,0.0,0,-0.2564321877842124
2026-02-16 12:19:38.899493,23.803593606834777,57.09770481000147,5.630911560008233,1.2082158064488684,0.0,0,-0.16577469476775442
2026-02-16 12:20:38.899493,24.68829570920825,57.35752264457841,5.735998508491861,1.1755269047229144,0.0,0,-0.22088557218531407
2026-02-16 12:21:38.899493,24.649416777807723,56.36198589529738,5.917897781455887,1.1754171814324696,0.0,0,-0.2526608697279633
2026-02-16 12:22:38.899493,24.09272082667536,55.12412600484237,6.211193021897124,1.2024657441787672,0.0,0,-0.2351086425163531
2026-02-16 12:23:38.899493,24.091230435912067,56.379015341991376,5.7200306013707465,1.1999019347460647,0.0,0,-0.21202702263689527
2026-02-16 12:24:38.899493,28.950530400527466,42.334083302284675,4.851762092489973,1.965073648023387,1.0,1,0.09166697137152713
2026-02-16 12:25:38.899493,23.933348058815692,52.01533781882644,6.140301446926361,1.2643623189940507,0.0,0,-0.17438812579091417
2026-02-16 12:26:38.899493,24.292710882849544,55.780466332203524,6.174879103585359,1.2630770596024257,0.0,0,-0.21750627132884393
2026-02-16 12:27:38.899493,24.34015413180466,57.42674195648627,5.754478506378465,1.1470121482824713,0.0,0,-0.21339008370332901
2026-02-16 12:28:38.899493,24.25999237528889,57.03831968713739,5.944702639906681,1.1095684613980816,0.0,0,-0.19424756587720338
2026-02-16 12:29:38.899493,25.068033096123678,54.13933493229994,6.252371543832996,1.1684341901270865,0.0,0,-0.21977657819599644
2026-02-16 12:30:38.899493,23.67836548271486,55.856094202702586,5.998442626842416,1.1707853875563008,0.0,0,-0.21512314386042775
2026-02-16 12:31:38.899493,24.71133107173953,52.35068482144973,5.914167371848102,1.1944205031233015,0.0,0,-0.2386888980214698
2026-02-16 12:32:38.899493,23.990052174251115,54.29823099030283,6.047239644349321,1.175719734337148,0.0,0,-0.22858682799692337
2026-02-16 12:33:38.899493,24.31787616609571,55.356008750074665,6.044580469676994,1.2636079714850326,0.0,0,-0.24267343903186844
2026-02-16 12:34:38.899493,24.21179021183258,55.00922130650073,6.02744677756274,1.173239809850567,0.0,0,-0.2505726499783371
2026-02-16 12:35:38.899493,24.63765716650253,53.46738652011862,5.913763762449036,1.1177887898810708,0.0,0,-0.22857436006242393
2026-02-16 12:36:38.899493,24.953766150396348,55.67327470555746,6.028760955276381,1.217489491292263,0.0,0,-0.25130864624674226
2026-02-16 12:37:38.899493,23.94902723284269,54.25751239924424,5.723762133538937,1.114513933028553,0.0,0,-0.16330277687362182
2026-02-16 12:38:38.899493,25.194161102293943,56.20703679006533,6.0804289787952985,1.2175890626047272,0.0,0,-0.22300666543465303
2026-02-16 12:39:38.899493,24.79870003492493,56.48838788341937,6.019671712212408,1.180074329398646,0.0,0,-0.24896473947074071
2026-02-16 12:40:38.899493,24.50911549856856,56.68107695524824,5.568406024087113,1.2442769909926634,0.0,0,-0.1775932499971825
2026-02-16 12:41:38.899493,24.07372207223624,56.081491619479976,5.9605840668082655,1.139746005516064,0.0,0,-0.22435297003874
2026-02-16 12:42:38.899493,24.664035782325367,55.02854504805899,6.099878394021013,1.1818023881827586,0.0,0,-0.2577617757135307
2026-02-16 12:43:38.899493,24.61879799637302,52.709127900061176,6.033898962008352,1.1433370658167261,0.0,0,-0.23293966610179218
2026-02-16 12:44:38.899493,23.775937612361567,51.12486204738009,6.412496532028803,1.1720270096136436,0.0,0,-0.12704949486990014
2026-02-16 12:45:38.899493,24.174147925890882,51.350323066960506,5.786016482426831,1.160545498689163,0.0,0,-0.1937805330834524
