Temp_C,Humidity_%,pH,EC,Water_Level_%,Ground_Truth,ML_Prediction,ML_Anomaly_Score
27.70292296641317,54.96654489009065,5.948556340805423,1.2725576854241727,83.41309234460246,0.0,0,-0.05419380004224278
24.10895035779495,57.17238027207558,5.8924218604231475,1.1954439050625467,80.04461432155463,0.0,0,-0.0850827371013606
26.532744483234485,60.17956022009704,5.83141141754256,1.2293798647473237,94.49468362149254,0.0,0,-0.024234100984634854
24.075023643263094,59.00927379443664,5.919478544126884,1.2324508802040246,80.48447646774498,0.0,0,-0.07360438191829005
24.130174379727897,54.23727850360924,5.926697987022323,1.2535545699703206,80.66132507038687,0.0,0,-0.08292145212199314
21.876120973005193,55.89847308910868,5.8078803158267345,1.1961990236572382,83.4934425035907,0.0,1,0.01573830958945749
24.214627993235574,53.16592503772198,5.988677987995005,0.9837908125445798,89.74198034681548,0.0,0,-0.011756145434731413
25.412265492447922,61.08597649753381,5.971633549153759,1.2413294387280973,92.13646284486246,0.0,0,-0.04568747279235913
25.602022054202546,60.08968748443076,6.11619284516627,1.1049377667056408,83.3043257852055,0.0,0,-0.07088336578777166
27.767575977971784,53.023640671679004,6.149596075526706,1.1361644206094084,81.29337022690231,0.0,0,-0.032875153977339255
25.110474754655876,55.71159785155862,6.105283229279673,1.127351892776688,81.43663999971284,0.0,0,-0.09141338664417364
24.645202255977445,57.84328810257649,6.119624721815895,1.3448820555006906,83.29754200413477,0.0,0,-0.06409477320503876
30.477002463666235,48.517423024049954,5.22548505226275,1.7420043904515363,17.854270577685668,1.0,1,0.19751428198256032
22.814148030611737,49.091636314931776,6.041358301678335,1.1617576646156922,89.68213698557652,0.0,0,-0.014973415743392837
24.992060507015815,56.72266093365878,6.165728597421316,1.0109645319167695,84.79657839986324,0.0,0,-0.03731259819863647
24.730176333046177,51.35347611490062,5.809965806653331,1.292208596608154,91.48032614182925,0.0,0,-0.06055448629644533
24.156151743846163,54.97126813521008,5.78013592845523,1.2755081100390457,83.46036846926681,0.0,0,-0.07732963394263825
23.97580542392639,53.65441869276234,6.1728032877383425,1.1332068389784087,87.74682784747026,0.0,0,-0.07878504520710555
26.519207103395498,61.05119682346856,6.093176838362793,1.225797049131622,82.90736368764924,0.0,0,-0.05881032422924509
25.417043678932966,52.8134641117108,6.142211601626187,1.21908743114181,82.07724934002624,0.0,0,-0.09875841703017857
25.260971816939726,56.49351314224537,5.981758205072312,1.2065132503506857,82.96371453702598,0.0,0,-0.1055137928239665
24.96831309164929,54.72791295278319,5.700614284641629,1.105353042143795,82.48983488683508,0.0,0,-0.07759436657305974
27.120134930394624,35.04032740332947,5.082807620704513,1.8771775774589616,4.70240190950631,1.0,1,0.2312770739110958
26.54000199533057,45.01596110231212,5.999445158959779,1.1547427870113232,85.84029507567077,0.0,0,-0.00570682597410771
23.65734758306827,54.16773241030909,5.899318886171493,1.1328322383130653,87.06176040997099,0.0,0,-0.08071700970458584
25.90791294220772,48.61630797345884,5.66602809158649,1.2857613646650288,86.05682532494023,0.0,0,-0.04793502818375328
26.6774131684378,58.8922470662152,6.025935905486927,1.2214919776861204,88.96130937694737,0.0,0,-0.06537612417875427
24.493004925481078,49.22688086344607,5.665056899497771,1.224378260211162,89.80547624680898,0.0,0,-0.060918241988902444
28.5131742830426,55.00019306923793,6.057473999096241,1.1356286438513232,76.80744121351631,0.0,1,0.0013959145688155483
24.74043960584379,54.461073424671355,6.270989022960239,1.079726441820011,85.43555631454316,0.0,0,-0.06452534644161645
24.14577261474506,53.67869314851508,6.080947023795969,1.1807972856151823,85.10397404506755,0.0,0,-0.10056638975785054
22.96324462097472,57.52105756016993,5.834847497276947,1.0143219028043589,94.90950824342052,0.0,1,0.04754311153087415
26.31316486324726,56.27328668604251,5.9556229392795945,1.2260677151389578,79.41564839474766,0.0,0,-0.09040343279095747
24.642551052056604,60.173464290705994,5.545001184162228,1.1809627167133554,78.42594239486279,0.0,0,-0.02355685219288295
25.29872153423334,52.15845937273841,6.017420488706124,1.110456647720858,75.59965576569246,0.0,0,-0.04257797486166898
22.893393293554446,52.817305835968675,5.925312764382839,1.1659174658973928,87.0805468433204,0.0,0,-0.059948932248907016
25.75443796056729,52.79501626329563,6.140766150214606,1.305470594366924,85.14245664459196,0.0,0,-0.08638256732697203
23.078809066389532,60.87686582755758,5.711315552485643,1.2335095325731125,88.2309487933455,0.0,0,-0.014024849026778252
26.24914500855735,64.9680611272053,5.91689916384417,1.1844830906904615,76.45241537371304,0.0,1,0.002936202515231634
24.429219182348024,54.98047546072514,6.298517882289421,1.4039231853313174,86.47937004753905,0.0,0,-0.011843371209790288
26.46343952313791,58.08735632243129,5.806136936204362,1.151425096249523,85.24946132997452,0.0,0,-0.07653860519114214
25.131290166199562,60.4755017581617,6.113978347041048,1.129480334395763,84.39462944867903,0.0,0,-0.07712970927118445
25.2927438374902,49.62266712412988,5.957880070296173,1.2551245222536802,87.55402097540441,0.0,0,-0.08607228182057097
24.858317767610707,51.082909634833435,5.811868640195582,1.1121525918261599,80.43945944639725,0.0,0,-0.07402133837454078
25.77033655533244,57.50670252753368,6.089388466859239,1.1637981069425263,89.29544398258544,0.0,0,-0.08563698023870664
24.514433775950863,62.71683153703563,5.756822412925681,1.2124498917785502,75.63486053004736,0.0,1,0.004486016632356593
25.035137967828046,48.154511863406334,5.973620013081621,1.1741950822393534,79.12418280437204,0.0,0,-0.06677693967980763
24.57338141033788,47.657959297702234,5.994792354902177,1.187618969788131,86.02089684148594,0.0,0,-0.070365080055794
25.009037574458244,56.75261770730808,6.10009862801507,1.2774395650180697,84.89812562704121,0.0,0,-0.09957732630735228
