Temp_C,Humidity_%,pH,EC,Ground_Truth,ML_Prediction,ML_Anomaly_Score
29.11956769594017,51.846847443765476,5.326652096659966,1.8407559535659561,1.0,1,0.17193442881426158
23.401060262802154,57.205470797130566,6.110561294105377,1.2845843530072731,0.0,0,-0.07430527269905846
24.989354881252513,48.532254250519685,5.7206467301452895,1.3315244258070658,0.0,0,-0.03641659736350117
27.42133097581008,57.70203870197007,5.940057376941957,1.2912907660168198,0.0,0,-0.046056913304516334
31.476609968489036,43.02829170516698,4.640122716601756,1.3618682486636713,1.0,1,0.2096741741867414
25.463659184617672,53.338198067845,5.868063560804993,1.156458018324744,0.0,0,-0.10801252233030328
26.174667470268133,53.052712509926806,6.138602743936943,1.2398440867690141,0.0,0,-0.0934258247331679
26.880225648656545,56.71836521325636,5.701210779653641,1.137339509382091,0.0,0,-0.0620466933387237
24.810390521705212,58.55576002237215,6.152325692829278,1.1467882714963078,0.0,0,-0.08317348343332698
24.266697925027938,52.558030694911864,5.975000266778809,1.1802989037572673,0.0,0,-0.10261884013035932
24.44732076428853,59.39587998327655,6.1053930335536295,1.2602504392221796,0.0,0,-0.0887925603511619
25.660062518829463,55.4032154818391,5.5018496523398355,1.2332118852528824,0.0,0,-0.04878387963308256
24.389243649151002,52.932929729814845,6.070764014920482,1.1862395878799041,0.0,0,-0.11069279306266883
24.675559963886595,61.3724248860117,5.89336680254122,1.1585372567138763,0.0,0,-0.0734343581263544
26.267321502003988,55.446056897015524,5.8515168985023,1.1228133544560253,0.0,0,-0.09301560666364145
24.751405973087152,55.564539562981196,6.145965286909132,1.1915723566079879,0.0,0,-0.10347216283530425
24.394341445797817,55.12324446078925,6.492217826367222,1.1602134855021213,0.0,0,-0.00352679308636783
25.603708442348495,59.30665860600909,6.176175494209141,1.288753505594179,0.0,0,-0.06988854077407564
22.752111865817017,56.43128425007959,6.024839687386511,1.166348867222445,0.0,0,-0.062428279809866205
23.699684146392954,59.0321811709314,6.16862959655565,1.1221115678323708,0.0,0,-0.047157541874818854
24.872861974835036,51.97609883473995,5.968463373559594,1.1468661444281205,0.0,0,-0.09775735581520412
24.10611682623226,59.18751612929315,6.047788910928399,1.2052996091484707,0.0,0,-0.08760933893281969
25.66435289122988,56.08128498337348,5.90562849033972,1.1509569104025885,0.0,0,-0.10283043387658614
24.228668340520063,52.87616141138297,5.9679459403247455,1.1832626123698418,0.0,0,-0.10899604056172146
25.652007516398857,50.9646748701975,6.117019378682603,1.2047711427324121,0.0,0,-0.0922584065198056
23.790296426899115,51.94092684058987,5.882350519736647,1.145828718304198,0.0,0,-0.07772807335582488
26.328129422349196,41.81775528013077,6.1223384094995845,1.2326015511320019,0.0,1,0.026965686297959257
24.52021277968544,55.66236201934988,5.872531725357029,1.2404866533209236,0.0,0,-0.10539206038693522
25.58167938075337,52.11844656479811,5.82953367771317,1.30062745884713,0.0,0,-0.0849996760252611
24.912271237589273,62.02033442304615,6.038697369519051,1.2052691783068556,0.0,0,-0.05970682565205199
25.24898655742262,58.03908343650338,5.980358344072228,1.2896478770607693,0.0,0,-0.09438077229268993
26.195884612695338,56.85307827659008,5.86661633396145,1.2026794709712259,0.0,0,-0.10090143692302855
24.58428819279172,51.55704804610759,5.822421397311368,1.105103732195856,0.0,0,-0.07536664130839577
23.074353988242624,57.02511388595035,5.828440604173414,1.0626957184949273,0.0,0,-0.017510395777326715
23.82766511274174,62.75276188310816,5.97353701669414,1.0218514440894755,0.0,1,0.03265551499483044
22.856349441574377,60.96057438353391,5.897172228840121,1.2717489774553254,0.0,0,-0.04033548366278705
23.38559741510171,54.14547876605846,6.0843179400271294,1.3109123278701076,0.0,0,-0.05693625996968854
24.247223864858437,54.298166259832946,5.677686875532498,1.2839226703190911,0.0,0,-0.0782582556945724
26.987449902468754,60.30105441250955,5.74788679787002,1.2210354908446899,0.0,0,-0.04048094446916928
25.55156478168978,54.05370824522153,5.76231244340786,1.1174721502702771,0.0,0,-0.08148773520971903
26.354616985059266,50.36537961070833,5.705270563843611,1.192084703180895,0.0,0,-0.0708854731314163
24.408538105139538,59.48075784162739,6.253068525732796,1.2184927205711784,0.0,0,-0.05965637927029205
26.07947365208597,55.92307415465843,5.987509554441771,1.2301673995099356,0.0,0,-0.10511224876276315
24.530021719093853,48.96732316251129,5.504419298179878,1.2196098744134158,0.0,0,-0.02355879000773453
24.188734760141433,49.839996807052664,6.296314958110877,1.1771455219696534,0.0,0,-0.04693792824759019
26.58751139240264,52.33924583706662,5.887462762178219,1.3596180413965178,0.0,0,-0.06541625187444561
23.341578917569073,59.653979998789524,5.899221261913697,1.2235643983286555,0.0,0,-0.05911824876991956
26.674820572947947,55.06887833092224,6.149839763305737,1.1821367711189668,0.0,0,-0.08524919599156583
25.280543094148896,59.41233311317347,6.024798156813161,1.3090803215758033,0.0,0,-0.07809172186777275
28.054314192382968,49.46816468685194,5.18165713424555,1.7337242448893222,1.0,1,0.16072548361725836
24.34376927051153,47.420662529671155,5.949453781328533,1.2265997910849353,0.0,0,-0.06600893601884544
23.774520619443145,59.78969279921963,6.179549409524925,1.1176620551459018,0.0,0,-0.04697963565653546
23.630789788296713,52.13000559166231,6.157655993826215,1.270159652101726,0.0,0,-0.06765678811181819
